;title;link;abstract;tags;pii;free
155;Pattern Recognition Receptors and Inflammation;https://api.elsevier.com/content/article/pii/[S0092867410000231];Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs), which include Toll-like receptors, RIG-I-like receptors, NOD-like receptors, and C-type lectin receptors. The intracellular signaling cascades triggered by these PRRs lead to transcriptional expression of inflammatory mediators that coordinate the elimination of pathogens and infected cells. However, aberrant activation of this system leads to immunodeficiency, septic shock, or induction of autoimmunity. In this Review, we discuss the role of PRRs, their signaling pathways, and how they control inflammatory responses.;receptors,prrs,infection,signaling pathways,autoimmunity;S0092867410000231;0
156;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];Differentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.;cells,reprogrammed,fibroblast cultures,adult fibroblasts,factors;S0092867406009767;0
157;Phosphorylation of the Human MicroRNA-Generating Complex Mediates MAPK/Erk Signaling;https://api.elsevier.com/content/article/pii/[S0092867409007910];MicroRNAs (miRNAs) govern an expanding number of biological and disease processes. Understanding the mechanisms by which the miRNA pathway is regulated, therefore, represents an important area of investigation. We determined that the human miRNA-generating complex is comprised of Dicer and phospho-TRBP isoforms. Phosphorylation of TRBP is mediated by the mitogen-activated protein kinase (MAPK) Erk. Expression of phospho-mimic TRBP and TRBP phosphorylation enhanced miRNA production by increasing stability of the miRNA-generating complex. Mitogenic signaling in response to serum and the tumor promoter PMA was dependent on TRBP phosphorylation. These effects were accompanied by a coordinated increase in levels of growth-promoting miRNA and reduced expression of let-7 tumor suppressor miRNA. Conversely, pharmacological inhibition of MAPK/Erk resulted in an anti-growth miRNA profile. Taken together, these studies indicate that the MAPK/Erk pathway regulates the miRNA machinery and suggest a general principle, wherein signaling systems target the miRNA pathway to achieve biological responses.;mirna,trbp,generating complex mitogenic,complex mitogenic signaling,7 tumor suppressor;S0092867409007910;0
158;Serine/Threonine Phosphatases: Mechanism through Structure;https://api.elsevier.com/content/article/pii/[S0092867409012549];The reversible phosphorylation of proteins is accomplished by opposing activities of kinases and phosphatases. Relatively few protein serine/threonine phosphatases (PSPs) control the specific dephosphorylation of thousands of phosphoprotein substrates. Many PSPs, exemplified by protein phosphatase 1 (PP1) and PP2A, achieve substrate specificity and regulation through combinatorial interactions between conserved catalytic subunits and a large number of regulatory subunits. Other PSPs, represented by PP2C and FCP/SCP, contain both catalytic and regulatory domains within the same polypeptide chain. Here, we discuss biochemical and structural investigations that advance the mechanistic understanding of the three major classes of PSPs, with a focus on PP2A.;psps,phosphatases,protein,pp2a,phosphoprotein substrates;S0092867409012549;0
159;Writing Memories with Light-Addressable Reinforcement Circuitry;https://api.elsevier.com/content/article/pii/[S0092867409011040];Dopaminergic neurons are thought to drive learning by signaling changes in the expectations of salient events, such as rewards or punishments. Olfactory conditioning in Drosophila requires direct dopamine action on intrinsic mushroom body neurons, the likely storage sites of olfactory memories. Neither the cellular sources of the conditioning dopamine nor its precise postsynaptic targets are known. By optically controlling genetically circumscribed subsets of dopaminergic neurons in the behaving fly, we have mapped the origin of aversive reinforcement signals to the PPL1 cluster of 12 dopaminergic cells. PPL1 projections target restricted domains in the vertical lobes and heel of the mushroom body. Artificially evoked activity in a small number of identifiable cells thus suffices for programming behaviorally meaningful memories. The delineation of core reinforcement circuitry is an essential first step in dissecting the neural mechanisms that compute and represent valuations, store associations, and guide actions.;dopaminergic neurons,olfactory memories,ppl1 cluster,intrinsic mushroom body,conditioning dopamine;S0092867409011040;1
160;Estrogen Masculinizes Neural Pathways and Sex-Specific Behaviors;https://api.elsevier.com/content/article/pii/[S0092867409009167];Sex hormones are essential for neural circuit development and sex-specific behaviors. Male behaviors require both testosterone and estrogen, but it is unclear how the two hormonal pathways intersect. Circulating testosterone activates the androgen receptor (AR) and is also converted into estrogen in the brain via aromatase. We demonstrate extensive sexual dimorphism in the number and projections of aromatase-expressing neurons. The masculinization of these cells is independent of AR but can be induced in females by either testosterone or estrogen, indicating a role for aromatase in sexual differentiation of these neurons. We provide evidence suggesting that aromatase is also important in activating male-specific aggression and urine marking because these behaviors can be elicited by testosterone in males mutant for AR and in females subjected to neonatal estrogen exposure. Our results suggest that aromatization of testosterone into estrogen is important for the development and activation of neural circuits that control male territorial behaviors.;testosterone,estrogen,aromatase,behaviors,male;S0092867409009167;1
161;Combining Antiplatelet and Anticoagulant Therapies;https://api.elsevier.com/content/article/pii/[S0735109709012923];Antiplatelet therapy is the cornerstone for both primary and secondary prevention therapies for ischemic events resulting from coronary atherosclerotic disease. Dual antiplatelet therapy (aspirin plus a thienopyridine, usually clopidogrel) has assumed a central role in the treatment of acute coronary syndromes and after coronary stent deployment. In addition to antiplatelet therapy, anticoagulant therapy might be indicated for stroke prevention in a variety of conditions that include atrial fibrillation, profound left ventricular dysfunction, and after mechanical prosthetic heart valve replacement. For this reason, the use of triple antithrombotic therapy (a dual antiplatelet regimen plus warfarin) is expected to become more prominent, given an aging patient population. But although triple therapy can prevent both thromboembolism and stent thrombosis, it is also associated with significant bleeding hazards. Furthermore, when bleeding events do occur, the challenge of balancing the risk of stent thrombosis or stroke and the need for hemostasis requires considerable expertise. It is both prudent and timely to review treatment strategies that employ combinations of antiplatelet and anticoagulant therapies as well as strategies aimed at reducing bleeding risk in patients treated with these therapies.;therapy,coronary,bleeding,stent thrombosis,prevention;S0735109709012923;0
162;A Pleiotropically Acting MicroRNA, miR-31, Inhibits Breast Cancer Metastasis;https://api.elsevier.com/content/article/pii/[S0092867409003900];This article has been retracted: please see Elsevier Policy on Article Withdrawal (http://www.elsevier.com/locate/withdrawalpolicy).This article has been retracted at the request of the authors. Our study reported that miR-31 is a regulator of multiple mRNAs important for different aspects of breast cancer metastasis. We recently identified concerns with several figure panels in which original data were compiled from different replicate experiments in order to assemble the presented figure. The scope of the figure preparation issues includes compiling data from independent experiments to present them as one internally controlled experiment, statistical analyses based on technical replicates that are not reflective of the biological replicates, and comparisons of selectively chosen data points from multiple experiments. As many of the published figures are therefore not appropriate or accurate representations of the original data, we believe that the responsible course of action is to retract the paper. We apologize for any inconvenience we have caused.;replicates,experiments,retracted,article,figure;S0092867409003900;1
163;A Genome-wide RNAi Screen Identifies Multiple Synthetic Lethal Interactions with the Ras Oncogene;https://api.elsevier.com/content/article/pii/[S0092867409005297];Oncogenic mutations in the small GTPase Ras are highly prevalent in cancer, but an understanding of the vulnerabilities of these cancers is lacking. We undertook a genome-wide RNAi screen to identify synthetic lethal interactions with the KRAS oncogene. We discovered a diverse set of proteins whose depletion selectively impaired the viability of Ras mutant cells. Among these we observed a strong enrichment for genes with mitotic functions. We describe a pathway involving the mitotic kinase PLK1, the anaphase-promoting complex/cyclosome, and the proteasome that, when inhibited, results in prometaphase accumulation and the subsequent death of Ras mutant cells. Gene expression analysis indicates that reduced expression of genes in this pathway correlates with increased survival of patients bearing tumors with a Ras transcriptional signature. Our results suggest a previously underappreciated role for Ras in mitotic progression and demonstrate a pharmacologically tractable pathway for the potential treatment of cancers harboring Ras mutations.;ras,mitotic,pathway,cancers,genes;S0092867409005297;0
164;CTCF: Master Weaver of the Genome;https://api.elsevier.com/content/article/pii/[S0092867409006990];CTCF is a highly conserved zinc finger protein implicated in diverse regulatory functions, including transcriptional activation/repression, insulation, imprinting, and X chromosome inactivation. Here we re-evaluate data supporting these roles in the context of mechanistic insights provided by recent genome-wide studies and highlight evidence for CTCF-mediated intra- and interchromosomal contacts at several developmentally regulated genomic loci. These analyses support a primary role for CTCF in the global organization of chromatin architecture and suggest that CTCF may be a heritable component of an epigenetic system regulating the interplay between DNA methylation, higher-order chromatin structure, and lineage-specific gene expression.;ctcf,chromatin architecture,regulated genomic loci,developmentally regulated genomic,mechanistic insights;S0092867409006990;0
165;A Genome-wide RNAi Screen Identifies Multiple Synthetic Lethal Interactions with the Ras Oncogene;https://api.elsevier.com/content/article/pii/[S0092867409005297];Oncogenic mutations in the small GTPase Ras are highly prevalent in cancer, but an understanding of the vulnerabilities of these cancers is lacking. We undertook a genome-wide RNAi screen to identify synthetic lethal interactions with the KRAS oncogene. We discovered a diverse set of proteins whose depletion selectively impaired the viability of Ras mutant cells. Among these we observed a strong enrichment for genes with mitotic functions. We describe a pathway involving the mitotic kinase PLK1, the anaphase-promoting complex/cyclosome, and the proteasome that, when inhibited, results in prometaphase accumulation and the subsequent death of Ras mutant cells. Gene expression analysis indicates that reduced expression of genes in this pathway correlates with increased survival of patients bearing tumors with a Ras transcriptional signature. Our results suggest a previously underappreciated role for Ras in mitotic progression and demonstrate a pharmacologically tractable pathway for the potential treatment of cancers harboring Ras mutations.;ras,mitotic,pathway,cancers,genes;S0092867409005297;0
166;HIV Enters Cells via Endocytosis and Dynamin-Dependent Fusion with Endosomes;https://api.elsevier.com/content/article/pii/[S0092867409002682];Enveloped viruses that rely on a low pH-dependent step for entry initiate infection by fusing with acidic endosomes, whereas the entry sites for pH-independent viruses, such as HIV-1, have not been defined. These viruses have long been assumed to fuse directly with the plasma membrane. Here we used population-based measurements of the viral content delivery into the cytosol and time-resolved imaging of single viruses to demonstrate that complete HIV-1 fusion occurred in endosomes. In contrast, viral fusion with the plasma membrane did not progress beyond the lipid mixing step. HIV-1 underwent receptor-mediated internalization long before endosomal fusion, thus minimizing the surface exposure of conserved viral epitopes during fusion and reducing the efficacy of inhibitors targeting these epitopes. We also show that, strikingly, endosomal fusion is sensitive to a dynamin inhibitor, dynasore. These findings imply that HIV-1 infects cells via endocytosis and envelope glycoprotein- and dynamin-dependent fusion with intracellular compartments.;fusion,hiv 1,viruses,viral,dynamin inhibitor;S0092867409002682;1
167;A Pleiotropically Acting MicroRNA, miR-31, Inhibits Breast Cancer Metastasis;https://api.elsevier.com/content/article/pii/[S0092867409003900];This article has been retracted: please see Elsevier Policy on Article Withdrawal (http://www.elsevier.com/locate/withdrawalpolicy).This article has been retracted at the request of the authors. Our study reported that miR-31 is a regulator of multiple mRNAs important for different aspects of breast cancer metastasis. We recently identified concerns with several figure panels in which original data were compiled from different replicate experiments in order to assemble the presented figure. The scope of the figure preparation issues includes compiling data from independent experiments to present them as one internally controlled experiment, statistical analyses based on technical replicates that are not reflective of the biological replicates, and comparisons of selectively chosen data points from multiple experiments. As many of the published figures are therefore not appropriate or accurate representations of the original data, we believe that the responsible course of action is to retract the paper. We apologize for any inconvenience we have caused.;replicates,experiments,retracted,article,figure;S0092867409003900;0
168;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];Differentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.;cells,reprogrammed,fibroblast cultures,adult fibroblasts,factors;S0092867406009767;0
169;Empirical distributional semantics: Methods and biomedical applications;https://api.elsevier.com/content/article/pii/[S1532046409000227];Over the past 15 years, a range of methods have been developed that are able to learn human-like estimates of the semantic relatedness between terms from the way in which these terms are distributed in a corpus of unannotated natural language text. These methods have also been evaluated in a number of applications in the cognitive science, computational linguistics and the information retrieval literatures. In this paper, we review the available methodologies for derivation of semantic relatedness from free text, as well as their evaluation in a variety of biomedical and other applications. Recent methodological developments, and their applicability to several existing applications are also discussed.;semantic relatedness,applications,methods,evaluation,biomedical;S1532046409000227;1
170;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];Differentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.;cells,reprogrammed,fibroblast cultures,adult fibroblasts,factors;S0092867406009767;1
171;MicroRNA Control in the Immune System: Basic Principles;https://api.elsevier.com/content/article/pii/[S0092867408016334];MicroRNA (miRNA) control has emerged as a critical regulatory principle in the mammalian immune system. Genetic ablation of the miRNA machinery, as well as loss or deregulation of certain individual miRNAs, severely compromises immune development and response and can lead to immune disorders like autoimmunity and cancer. Although individual miRNAs modulate protein output from hundreds of target genes, they may impact physiological processes by regulating the concentrations of just a few key cellular proteins that may be components of a single or of functionally interrelated pathways in a given cellular context.;immune,autoimmunity,microrna,cellular context,key cellular proteins;S0092867408016334;1
172;Understanding the Words of Chromatin Regulation;https://api.elsevier.com/content/article/pii/[S0092867409000154];Recent studies indicate that chromatin regulatory complexes produce biological specificity in the way that letters produce meanings by combinations into words. Combinatorial assembly of chromatin regulatory complexes may be critical for maximizing the information content provided by arrays of histone modifications.;chromatin regulatory complexes,regulatory complexes produce,histone modifications,arrays,complexes produce biological;S0092867409000154;0
173;Applications of next-generation sequencing technologies in functional genomics;https://api.elsevier.com/content/article/pii/[S0888754308001651];A new generation of sequencing technologies, from Illumina/Solexa, ABI/SOLiD, 454/Roche, and Helicos, has provided unprecedented opportunities for high-throughput functional genomic research. To date, these technologies have been applied in a variety of contexts, including whole-genome sequencing, targeted resequencing, discovery of transcription factor binding sites, and noncoding RNA expression profiling. This review discusses applications of next-generation sequencing technologies in functional genomics research and highlights the transforming potential these technologies offer.;functional genomics research,helicos,illumina solexa,454 roche,noncoding rna expression;S0888754308001651;1
174;RNA and Disease;https://api.elsevier.com/content/article/pii/[S0092867409001482];Cellular functions depend on numerous protein-coding and noncoding RNAs and the RNA-binding proteins associated with them, which form ribonucleoprotein complexes (RNPs). Mutations that disrupt either the RNA or protein components of RNPs or the factors required for their assembly can be deleterious. Alternative splicing provides cells with an exquisite capacity to fine-tune their transcriptome and proteome in response to cues. Splicing depends on a complex code, numerous RNA-binding proteins, and an enormously intricate network of interactions among them, increasing the opportunity for exposure to mutations and misregulation that cause disease. The discovery of disease-causing mutations in RNAs is yielding a wealth of new therapeutic targets, and the growing understanding of RNA biology and chemistry is providing new RNA-based tools for developing therapeutics.;rna,mutations,rnps,noncoding rnas,complex code;S0092867409001482;1
175;Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867407014717];Successful reprogramming of differentiated human somatic cells into a pluripotent state would allow creation of patient- and disease-specific stem cells. We previously reported generation of induced pluripotent stem (iPS) cells, capable of germline transmission, from mouse somatic cells by transduction of four defined transcription factors. Here, we demonstrate the generation of iPS cells from adult human dermal fibroblasts with the same four factors: Oct3/4, Sox2, Klf4, and c-Myc. Human iPS cells were similar to human embryonic stem (ES) cells in morphology, proliferation, surface antigens, gene expression, epigenetic status of pluripotent cell-specific genes, and telomerase activity. Furthermore, these cells could differentiate into cell types of the three germ layers in vitro and in teratomas. These findings demonstrate that iPS cells can be generated from adult human fibroblasts.;cells,human,pluripotent,stem,generation;S0092867407014717;0
176;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];Differentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.;cells,reprogrammed,fibroblast cultures,adult fibroblasts,factors;S0092867406009767;0
177;SIRT1 Redistribution on Chromatin Promotes Genomic Stability but Alters Gene Expression during Aging;https://api.elsevier.com/content/article/pii/[S0092867408013172];Genomic instability and alterations in gene expression are hallmarks of eukaryotic aging. The yeast histone deacetylase Sir2 silences transcription and stabilizes repetitive DNA, but during aging or in response to a DNA break, the Sir complex relocalizes to sites of genomic instability, resulting in the desilencing of genes that cause sterility, a characteristic of yeast aging. Using embryonic stem cells, we show that mammalian Sir2, SIRT1, represses repetitive DNA and a functionally diverse set of genes across the mouse genome. In response to DNA damage, SIRT1 dissociates from these loci and relocalizes to DNA breaks to promote repair, resulting in transcriptional changes that parallel those in the aging mouse brain. Increased SIRT1 expression promotes survival in a mouse model of genomic instability and suppresses age-dependent transcriptional changes. Thus, DNA damage-induced redistribution of SIRT1 and other chromatin-modifying proteins may be a conserved mechanism of aging in eukaryotes.;dna,aging,sirt1,transcriptional,genomic instability;S0092867408013172;0
178;Crosstalk among Histone Modifications;https://api.elsevier.com/content/article/pii/[S0092867408013731];Histone modifications play a complex role in the regulation of transcription. Recent studies (Duncan et al., 2008, Lee et al., 2007, Li et al., 2008) reveal that regulation of histone modifications can be functionally linked to reinforce the activation or repression of gene expression.;2008,al,histone modifications play,repression,2007;S0092867408013731;0
179;The Epithelial-Mesenchymal Transition Generates Cells with Properties of Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867408004443];The epithelial-mesenchymal transition (EMT) is a key developmental program that is often activated during cancer invasion and metastasis. We here report that the induction of an EMT in immortalized human mammary epithelial cells (HMLEs) results in the acquisition of mesenchymal traits and in the expression of stem-cell markers. Furthermore, we show that those cells have an increased ability to form mammospheres, a property associated with mammary epithelial stem cells. Independent of this, stem cell-like cells isolated from HMLE cultures form mammospheres and express markers similar to those of HMLEs that have undergone an EMT. Moreover, stem-like cells isolated either from mouse or human mammary glands or mammary carcinomas express EMT markers. Finally, transformed human mammary epithelial cells that have undergone an EMT form mammospheres, soft agar colonies, and tumors more efficiently. These findings illustrate a direct link between the EMT and the gain of epithelial stem cell properties.;cells,emt,markers,hmles,form mammospheres;S0092867408004443;0
180;Pulmonary Arterial Hypertension;https://api.elsevier.com/content/article/pii/[S0735109708004609];Significant advances in the treatment of pulmonary arterial hypertension (PAH) have occurred over the last 10 years, starting with the approval of epoprostenol in 1998. Subsequently, multiple additional medications have received approval, including a subcutaneous prostacyclin, an inhaled prostacyclin, and oral medications in 2 separate classes. Over this same period, the classification of pulmonary hypertension has been revised with changes including the substitution of the term idiopathic for primary PAH and an expanded list of conditions felt to be associated with the development of PAH. Long-term follow-up studies have provided better information on prognosis and expected outcomes with treatment, with particularly valuable data on reassessment of prognosis after treatment with epoprostenol. Combination therapy is more frequently being used, and limited data on novel therapies such as stem cell transplantation have been published. The purpose of this review is to describe the current state of evidence for the diagnosis, prognosis, and treatment of the patient with PAH.;pah,prognosis,treatment,pulmonary hypertension,pulmonary arterial hypertension;S0735109708004609;0
181;The Epithelial-Mesenchymal Transition Generates Cells with Properties of Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867408004443];The epithelial-mesenchymal transition (EMT) is a key developmental program that is often activated during cancer invasion and metastasis. We here report that the induction of an EMT in immortalized human mammary epithelial cells (HMLEs) results in the acquisition of mesenchymal traits and in the expression of stem-cell markers. Furthermore, we show that those cells have an increased ability to form mammospheres, a property associated with mammary epithelial stem cells. Independent of this, stem cell-like cells isolated from HMLE cultures form mammospheres and express markers similar to those of HMLEs that have undergone an EMT. Moreover, stem-like cells isolated either from mouse or human mammary glands or mammary carcinomas express EMT markers. Finally, transformed human mammary epithelial cells that have undergone an EMT form mammospheres, soft agar colonies, and tumors more efficiently. These findings illustrate a direct link between the EMT and the gain of epithelial stem cell properties.;cells,emt,markers,hmles,form mammospheres;S0092867408004443;0
182;Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867407014717];Successful reprogramming of differentiated human somatic cells into a pluripotent state would allow creation of patient- and disease-specific stem cells. We previously reported generation of induced pluripotent stem (iPS) cells, capable of germline transmission, from mouse somatic cells by transduction of four defined transcription factors. Here, we demonstrate the generation of iPS cells from adult human dermal fibroblasts with the same four factors: Oct3/4, Sox2, Klf4, and c-Myc. Human iPS cells were similar to human embryonic stem (ES) cells in morphology, proliferation, surface antigens, gene expression, epigenetic status of pluripotent cell-specific genes, and telomerase activity. Furthermore, these cells could differentiate into cell types of the three germ layers in vitro and in teratomas. These findings demonstrate that iPS cells can be generated from adult human fibroblasts.;cells,human,pluripotent,stem,generation;S0092867407014717;0
183;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];Differentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.;cells,reprogrammed,fibroblast cultures,adult fibroblasts,factors;S0092867406009767;1
184;Nuclear Receptor-Enhanced Transcription Requires Motor- and LSD1-Dependent Gene Networking in Interchromatin Granules;https://api.elsevier.com/content/article/pii/[S0092867408002249];This article has been retracted at the request of the authors. Please see Elsevier Policy on Article Withdrawal (http://www.elsevier.com/locate/withdrawalpolicy).Reason: Shortly after publication of this paper, concerns were brought to the authors' attention regarding similarities in the plots quantifying the interchromosomal distances derived from FISH images. The authors undertook extensive investigation and confirmed a series of data duplications and transversions in the original dataset. Although they continue to believe the central conclusions of the paper based on confirmation and further studies by other scientists in their laboratories, given the extent of errors in the published plots, the authors feel compelled to retract the paper. They apologize to the scientific community for any confusion these errors may have caused and wish to sincerely thank the colleagues who communicated this problem to them in recent weeks.;retract,authors,errors,paper,http www elsevier;S0092867408002249;0
185;Acetylation Is Indispensable for p53 Activation;https://api.elsevier.com/content/article/pii/[S0092867408004418];The activation of the tumor suppressor p53 facilitates the cellular response to genotoxic stress, however, the p53 response can only be executed if its interaction with its inhibitor Mdm2 is abolished. There have been conflicting reports on the question of whether p53 posttranslational modifications, such as phosphorylation or acetylation, are essential or only play a subtle, fine-tuning role in the p53 response. Thus, it remains unclear whether p53 modification is absolutely required for its activation. We have now identified all major acetylation sites of p53. Although unacetylated p53 retains its ability to induce the p53-Mdm2 feedback loop, loss of acetylation completely abolishes p53-dependent growth arrest and apoptosis. Notably, acetylation of p53 abrogates Mdm2-mediated repression by blocking the recruitment of Mdm2 to p53-responsive promoters, which leads to p53 activation independent of its phosphorylation status. Our study identifies p53 acetylation as an indispensable event that destabilizes the p53-Mdm2 interaction and enables the p53-mediated stress response.;p53,mdm2,acetylation,activation,phosphorylation status;S0092867408004418;1
186;An Extended Transcriptional Network for Pluripotency of Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867408003280];Much attention has focused on a small set of transcription factors that maintain human or mouse embryonic stem (ES) cells in a pluripotent state. To gain a more complete understanding of the regulatory network that maintains this state, we identified target promoters of nine transcription factors, including somatic cell reprogramming factors (Oct4, Sox2, Klf4, and c-Myc) and others (Nanog, Dax1, Rex1, Zpf281, and Nac1), on a global scale in mouse ES cells. We found that target genes fall into two classes: promoters bound by few factors tend to be inactive or repressed, whereas promoters bound by more than four factors are largely active in the pluripotent state and become repressed upon differentiation. Furthermore, we propose a transcriptional hierarchy for reprogramming factors and broadly distinguish targets of c-Myc versus other factors. Our data provide a resource for exploration of the complex network maintaining pluripotency.;factors,cells,repressed,pluripotent state,maintain;S0092867408003280;1
187;Integration of External Signaling Pathways with the Core Transcriptional Network in Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S009286740800617X];Transcription factors (TFs) and their specific interactions with targets are crucial for specifying gene-expression programs. To gain insights into the transcriptional regulatory networks in embryonic stem (ES) cells, we use chromatin immunoprecipitation coupled with ultra-high-throughput DNA sequencing (ChIP-seq) to map the locations of 13 sequence-specific TFs (Nanog, Oct4, STAT3, Smad1, Sox2, Zfx, c-Myc, n-Myc, Klf4, Esrrb, Tcfcp2l1, E2f1, and CTCF) and 2 transcription regulators (p300 and Suz12). These factors are known to play different roles in ES-cell biology as components of the LIF and BMP signaling pathways, self-renewal regulators, and key reprogramming factors. Our study provides insights into the integration of the signaling pathways into the ES-cell-specific transcription circuitries. Intriguingly, we find specific genomic regions extensively targeted by different TFs. Collectively, the comprehensive mapping of TF-binding sites identifies important features of the transcriptional regulatory networks that define ES-cell identity.;transcription,es cell,tfs,myc,specific;S009286740800617X;0
188;Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867407014717];Successful reprogramming of differentiated human somatic cells into a pluripotent state would allow creation of patient- and disease-specific stem cells. We previously reported generation of induced pluripotent stem (iPS) cells, capable of germline transmission, from mouse somatic cells by transduction of four defined transcription factors. Here, we demonstrate the generation of iPS cells from adult human dermal fibroblasts with the same four factors: Oct3/4, Sox2, Klf4, and c-Myc. Human iPS cells were similar to human embryonic stem (ES) cells in morphology, proliferation, surface antigens, gene expression, epigenetic status of pluripotent cell-specific genes, and telomerase activity. Furthermore, these cells could differentiate into cell types of the three germ layers in vitro and in teratomas. These findings demonstrate that iPS cells can be generated from adult human fibroblasts.;cells,human,pluripotent,stem,generation;S0092867407014717;1
