id;title;link;pii;abstract
318;A Genome-wide Multidimensional RNAi Screen Reveals Pathways Controlling MHC Class II Antigen Presentation;https://api.elsevier.com/content/article/pii/[S009286741100300X];S009286741100300X;SummaryMHC class II molecules (MHC-II) present peptides to T helper cells to facilitate immune responses and are strongly linked to autoimmune diseases. To unravel processes controlling MHC-II antigen presentation, we performed a genome-wide flow cytometry-based RNAi screen detecting MHC-II expression and peptide loading followed by additional high-throughput assays. All data sets were integrated to answer two fundamental questions: what regulates tissue-specific MHC-II transcription, and what controls MHC-II transport in dendritic cells? MHC-II transcription was controlled by nine regulators acting in feedback networks with higher-order control by signaling pathways, including TGFÎ². MHC-II transport was controlled by the GTPase ARL14/ARF7, which recruits the motor myosin 1E via an effector protein ARF7EP. This complex controls movement of MHC-II vesicles along the actin cytoskeleton in human dendritic cells (DCs). These genome-wide systems analyses have thus identified factors and pathways controlling MHC-II transcription and transport, defining targets for manipulation of MHC-II antigen presentation in infection and autoimmunity.
319;NEMO and RIP1 Control Cell Fate in Response to Extensive DNA Damage via TNF-@a Feedforward Signaling;https://api.elsevier.com/content/article/pii/[S0092867411001759];S0092867411001759;SummaryUpon DNA damage, ataxia telangiectasia mutated (ATM) kinase triggers multiple events to promote cell survival and facilitate repair. If damage is excessive, ATM stimulates cytokine secretion to alert neighboring cells and apoptosis to eliminate the afflicted cell. ATM augments cell survival by activating nuclear factor (NF)-ÎºB, however, how ATM induces cytokine production and apoptosis remains elusive. Here we uncover a p53-independent mechanism that transmits ATM-driven cytokine and caspase signals upon strong genotoxic damage. Extensive DNA lesions stimulated two sequential NF-ÎºB activation phases, requiring ATM and NEMO/IKK-Î³: The first phase induced TNF-Î±-TNFR1 feedforward signaling, promoting the second phase and driving RIP1 phosphorylation. In turn, RIP1 kinase triggered JNK3/MAPK10-dependent interleukin-8 secretion and FADD-mediated proapoptotic caspase-8 activation. Thus, in the context of excessive DNA damage, ATM employs NEMO and RIP1 kinase through autocrine TNF-Î± signaling to switch on cytokine production and caspase activation. These results shed light on cell-fate regulation by ATM.
320;Arabidopsis Argonaute10 Specifically Sequesters miR166/165 to Regulate Shoot Apical Meristem Development;https://api.elsevier.com/content/article/pii/[S0092867411003011];S0092867411003011;SummaryThe shoot apical meristem (SAM) comprises a group of undifferentiated cells that divide to maintain the plant meristem and also give rise to all shoot organs. SAM fate is specified by class III HOMEODOMAIN-LEUCINE ZIPPER (HD-ZIP III) transcription factors, which are targets of miR166/165. In Arabidopsis, AGO10 isÂ a critical regulator of SAM maintenance, and here we demonstrate that AGO10 specifically interacts with miR166/165. The association is determined byÂ a distinct structure of the miR166/165 duplex. Deficient loading of miR166 into AGO10 results in a defective SAM. Notably, the miRNA-binding ability of AGO10, but not its catalytic activity, is required for SAM development, and AGO10 has a higher binding affinity for miR166 than does AGO1, a principal contributor to miRNA-mediated silencing. We propose that AGO10 functions as a decoy for miR166/165 to maintain the SAM, preventing their incorporation into AGO1 complexes and the subsequent repression of HD-ZIP III gene expression.PaperFlick
321;Genome-wide Regulation of 5hmC, 5mC, and Gene Expression by Tet1 Hydroxylase in Mouse Embryonic Stem Cells;https://api.elsevier.com/content/article/pii/[S1097276511002838];S1097276511002838;SummaryDNA methylation at the 5 position of cytosine (5mC) in the mammalian genome is a key epigenetic event critical for various cellular processes. The ten-eleven translocation (Tet) family of 5mC-hydroxylases, which convert 5mC to 5-hydroxymethylcytosine (5hmC), offers a way for dynamic regulation of DNA methylation. Here we report that Tet1 binds to unmodified C or 5mC- or 5hmC-modified CpG-rich DNA through its CXXC domain. Genome-wide mapping of Tet1 and 5hmC reveals mechanisms by which Tet1 controls 5hmC and 5mC levels in mouse embryonic stem cells (mESCs). We also uncover a comprehensive gene network influenced by Tet1. Collectively, our data suggest that Tet1 controls DNA methylation both by binding to CpG-rich regions to prevent unwanted DNA methyltransferase activity, and by converting 5mC to 5hmC through hydroxylase activity. This Tet1-mediated antagonism of CpG methylation imparts differential maintenance of DNA methylation status at Tet1 targets, ultimately contributing to mESC differentiation and the onset of embryonic development.
322;Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867407014717];S0092867407014717;SummarySuccessful reprogramming of differentiated human somatic cells into a pluripotent state would allow creation of patient- and disease-specific stem cells. We previously reported generation of induced pluripotent stem (iPS) cells, capable of germline transmission, from mouse somatic cells by transduction of four defined transcription factors. Here, we demonstrate the generation of iPS cells from adult human dermal fibroblasts with the same four factors: Oct3/4, Sox2, Klf4, and c-Myc. Human iPS cells were similar to human embryonic stem (ES) cells in morphology, proliferation, surface antigens, gene expression, epigenetic status of pluripotent cell-specific genes, and telomerase activity. Furthermore, these cells could differentiate into cell types of the three germ layers in vitro and in teratomas. These findings demonstrate that iPS cells can be generated from adult human fibroblasts.
323;NLRP6 Inflammasome Regulates Colonic Microbial Ecology and Risk for Colitis;https://api.elsevier.com/content/article/pii/[S0092867411004806];S0092867411004806;SummaryInflammasomes are multiprotein complexes that function as sensors of endogenous or exogenous damage-associated molecular patterns. Here, we show that deficiency of NLRP6 in mouse colonic epithelial cells results in reduced IL-18 levels and altered fecal microbiota characterized by expanded representation of the bacterial phyla Bacteroidetes (Prevotellaceae) and TM7. NLRP6 inflammasome-deficient mice were characterized by spontaneous intestinal hyperplasia, inflammatory cell recruitment, and exacerbation of chemical colitis induced by exposure to dextran sodium sulfate (DSS). Cross-fostering and cohousing experiments revealed that the colitogenic activity of this microbiota is transferable to neonatal or adult wild-type mice, leading to exacerbation of DSS colitis via induction of the cytokine, CCL5. Antibiotic treatment and electron microscopy studies further supported the role of Prevotellaceae as a key representative of this microbiota-associated phenotype. Altogether, perturbations in this inflammasome pathway, including NLRP6, ASC, caspase-1, and IL-18, may constitute a predisposing or initiating event in some cases of human IBD.PaperClip
324;Hallmarks of Cancer: The Next Generation;https://api.elsevier.com/content/article/pii/[S0092867411001279];S0092867411001279;The hallmarks of cancer comprise six biological capabilities acquired during the multistep development of human tumors. The hallmarks constitute an organizing principle for rationalizing the complexities of neoplastic disease. They include sustaining proliferative signaling, evading growth suppressors, resisting cell death, enabling replicative immortality, inducing angiogenesis, and activating invasion and metastasis. Underlying these hallmarks are genome instability, which generates the genetic diversity that expedites their acquisition, and inflammation, which fosters multiple hallmark functions. Conceptual progress in the last decade has added two emerging hallmarks of potential generality to this listâreprogramming of energy metabolism and evading immune destruction. In addition to cancer cells, tumors exhibit another dimension of complexity: they contain a repertoire of recruited, ostensibly normal cells that contribute to the acquisition of hallmark traits by creating the âtumor microenvironment.â Recognition of the widespread applicability of these concepts will increasingly affect the development of new means to treat human cancer.
325;Intercellular Nanotubes Mediate Bacterial Communication;https://api.elsevier.com/content/article/pii/[S009286741100016X];S009286741100016X;SummaryBacteria are known to communicate primarily via secreted extracellular factors. Here we identify a previously uncharacterized type of bacterial communication mediated by nanotubes that bridge neighboring cells. Using Bacillus subtilis as a model organism, we visualized transfer of cytoplasmic fluorescent molecules between adjacent cells. Additionally, by coculturing strains harboring different antibiotic resistance genes, we demonstrated that molecular exchange enables cells to transiently acquire nonhereditary resistance. Furthermore, nonconjugative plasmids could be transferred from one cell to another, thereby conferring hereditary features to recipient cells. Electron microscopy revealed the existence of variously sized tubular extensions bridging neighboring cells, serving as a route for exchange of intracellular molecules. These nanotubes also formed in an interspecies manner, between B. subtilis and Staphylococcus aureus, and even between B. subtilis and the evolutionary distant bacterium Escherichia coli. We propose that nanotubes represent a major form of bacterial communication in nature, providing a network for exchange of cellular molecules within and between species.PaperFlick
326;Reference Maps of Human ES and iPS Cell Variation Enable High-Throughput Characterization of Pluripotent Cell Lines;https://api.elsevier.com/content/article/pii/[S0092867410015242];S0092867410015242;SummaryThe developmental potential of human pluripotent stem cells suggests that they can produce disease-relevant cell types for biomedical research. However, substantial variation has been reported among pluripotent cell lines, which could affect their utility and clinical safety. Such cell-line-specific differences must be better understood before one can confidently use embryonic stem (ES) or induced pluripotent stem (iPS) cells in translational research. Toward this goal we have established genome-wide reference maps of DNA methylation and gene expression for 20 previously derived human ES lines and 12 human iPS cell lines, and we have measured the inÂ vitro differentiation propensity of these cell lines. This resource enabled us to assess the epigenetic and transcriptional similarity of ES and iPS cells and to predict the differentiation efficiency of individual cell lines. The combination of assays yields a scorecard for quick and comprehensive characterization of pluripotent cell lines.
327;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];S0092867406009767;SummaryDifferentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.
328;IL-7 Engages Multiple Mechanisms to Overcome Chronic Viral Infection and Limit Organ Pathology;https://api.elsevier.com/content/article/pii/[S0092867411000122];S0092867411000122;SummaryUnderstanding the factors that impede immune responses to persistent viruses is essential in designing therapies for HIV infection. Mice infected with LCMV clone-13 have persistent high-level viremia and a dysfunctional immune response. Interleukin-7, a cytokine that is critical for immune development and homeostasis, was used here to promote immunity toward clone-13, enabling elucidation of the inhibitory pathways underlying impaired antiviral immune response. Mechanistically, IL-7 downregulated a critical repressor of cytokine signaling, Socs3, resulting in amplified cytokine production, increased T cell effector function and numbers, and viral clearance. IL-7 enhanced thymic output to expand the naive T cell pool, including T cells that were not LCMV specific. Additionally, IL-7 promoted production of cytoprotective IL-22 that abrogated liver pathology. The IL-7-mediated effects were dependent on endogenous IL-6. These attributes of IL-7 have profound implications for its use as a therapeutic in the treatment of chronic viral diseases.
329;Identification of Aneuploidy-Selective Antiproliferation Compounds;https://api.elsevier.com/content/article/pii/[S0092867411000560];S0092867411000560;SummaryAneuploidy, an incorrect chromosome number, is a hallmark of cancer. Compounds that cause lethality in aneuploid, but not euploid, cells could therefore provide new cancer therapies. We have identified the energy stress-inducing agent AICAR, the protein folding inhibitor 17-AAG, and the autophagy inhibitor chloroquine as exhibiting this property. AICAR induces p53-mediated apoptosis in primary mouse embryonic fibroblasts (MEFs) trisomic for chromosome 1, 13, 16, or 19. AICAR and 17-AAG, especially when combined, also show efficacy against aneuploid human cancer cell lines. Our results suggest that compounds that interfere with pathways that are essential for the survival of aneuploid cells could serve as a new treatment strategy against a broad spectrum of human tumors.
330;Paternally Induced Transgenerational Environmental Reprogramming of Metabolic Gene Expression in Mammals;https://api.elsevier.com/content/article/pii/[S0092867410014261];S0092867410014261;SummaryEpigenetic information can be inherited through the mammalian germline and represents a plausible transgenerational carrier of environmental information. To test whether transgenerational inheritance of environmental information occurs in mammals, we carried out an expression profiling screen for genes inÂ mice that responded to paternal diet. Offspring ofÂ males fed a low-protein diet exhibited elevated hepatic expression of many genes involved in lipid and cholesterol biosynthesis and decreased levels of cholesterol esters, relative to the offspring of males fed a control diet. Epigenomic profiling of offspring livers revealed numerous modest (â¼20%) changes in cytosine methylation depending on paternal diet, including reproducible changes in methylation over a likely enhancer for the key lipid regulator Ppara. These results, in conjunction with recent human epidemiological data, indicate that parental diet can affect cholesterol and lipid metabolism in offspring and define a model system to study environmental reprogramming of the heritable epigenome.
331;Activation of Multiple Proto-oncogenic Tyrosine Kinases in Breast Cancer via Loss of the PTPN12 Phosphatase;https://api.elsevier.com/content/article/pii/[S0092867411001176];S0092867411001176;SummaryAmong breast cancers, triple-negative breast cancer (TNBC) is the most poorly understood and is refractory to current targeted therapies. Using a genetic screen, we identify the PTPN12 tyrosine phosphatase as a tumor suppressor in TNBC. PTPN12 potently suppresses mammary epithelial cell proliferation and transformation. PTPN12 is frequently compromised in human TNBCs, and we identify an upstream tumor-suppressor network that posttranscriptionally controls PTPN12. PTPN12 suppresses transformation by interacting with and inhibiting multiple oncogenic tyrosine kinases, including HER2 and EGFR. The tumorigenic and metastatic potential of PTPN12-deficient TNBC cells is severely impaired upon restoration of PTPN12 function or combined inhibition of PTPN12-regulated tyrosine kinases, suggesting that TNBCs are dependent on the proto-oncogenic tyrosine kinases constrained by PTPN12. Collectively, these data identify PTPN12 asÂ a commonly inactivated tumor suppressor and provide a rationale for combinatorially targeting proto-oncogenic tyrosine kinases in TNBC and other cancers based on their profile of tyrosine-phosphatase activity.
332;Skin Stem Cells Orchestrate Directional Migration by Regulating Microtubule-ACF7 Connections through GSK3¿;https://api.elsevier.com/content/article/pii/[S0092867410015254];S0092867410015254;SummaryHomeostasis and wound healing rely on stem cells (SCs) whose activity and directed migration are often governed by Wnt signaling. In dissecting how this pathway integrates with the necessary downstream cytoskeletal dynamics, we discovered that GSK3Î², a kinase inhibited by Wnt signaling, directly phosphorylates ACF7, a &gt, 500Â kDa microtubule-actin crosslinking protein abundant in hair follicle stem cells (HF-SCs). We map ACF7's GSK3Î² sites to the microtubule-binding domain and show that phosphorylation uncouples ACF7 from microtubules. Phosphorylation-refractile ACF7 rescues overall microtubule architecture, but phosphorylation-constitutive mutants do not. Neither mutant rescues polarized movement, revealing that phospho-regulation must be dynamic. This circuitry is physiologically relevant and depends upon polarized GSK3Î² inhibition at the migrating front of SCs/progeny streaming from HFs during wound repair. Moreover, only ACF7 and not GSKÎ²-refractile-ACF7 restore polarized microtubule-growth and SC-migration to ACF7 null skin. Our findings provide insights into how this conserved spectraplakin integrates signaling, cytoskeletal dynamics, and polarized locomotion of somatic SCs.
333;Epigenetics in Alternative Pre-mRNA Splicing;https://api.elsevier.com/content/article/pii/[S0092867410013784];S0092867410013784;Alternative splicing plays critical roles in differentiation, development, and disease and is a major source for protein diversity in higher eukaryotes. Analysis of alternative splicing regulation has traditionally focused on RNA sequence elements and their associated splicing factors, but recent provocative studies point to a key function of chromatin structure and histone modifications in alternative splicing regulation. These insights suggest that epigenetic regulation determines not only what parts of the genome are expressed but also how they are spliced.
334;Identification of Candidate IgG Biomarkers for Alzheimer's Disease via Combinatorial Library Screening;https://api.elsevier.com/content/article/pii/[S0092867410013760];S0092867410013760;SummaryThe adaptive immune system is thought to be a rich source of protein biomarkers, but diagnostically useful antibodies remain unknown for a large number of diseases. This is, in part, because the antigens that trigger an immune response in many diseases remain unknown. We present here a general and unbiased approach to the identification of diagnostically useful antibodies that avoids the requirement for antigen identification. This method involves the comparative screening of combinatorial libraries of unnatural, synthetic molecules against serum samples obtained from cases and controls. Molecules that retain far more IgG antibodies from the case samples than the controls are identified and subsequently tested as capture agents for diagnostically useful antibodies. The utility of this method is demonstrated using a mouse model for multiple sclerosis and via the identification of two candidate IgG biomarkers for Alzheimer's disease.
335;Control of the Embryonic Stem Cell State;https://api.elsevier.com/content/article/pii/[S0092867411000717];S0092867411000717;Embryonic stem cells and induced pluripotent stem cells hold great promise for regenerative medicine. These cells can be propagated in culture in an undifferentiated state but can be induced to differentiate into specialized cell types. Moreover, these cells provide a powerful model system for studies of cellular identity and early mammalian development. Recent studies have provided insights into the transcriptional control of embryonic stem cell state, including the regulatory circuitry underlying pluripotency. These studies have, as a consequence, uncovered fundamental mechanisms that control mammalian gene expression, connect gene expression to chromosome structure, and contribute to human disease.
336;Wnt Signaling Requires Sequestration of Glycogen Synthase Kinase 3 inside Multivesicular Endosomes;https://api.elsevier.com/content/article/pii/[S0092867410013565];S0092867410013565;SummaryCanonical Wnt signaling requires inhibition of Glycogen Synthase Kinase 3 (GSK3) activity, but the molecular mechanism by which this is achieved remains unclear. Here, we report that Wnt signaling triggers the sequestration of GSK3 from the cytosol into multivesicular bodies (MVBs), so that this enzyme becomes separated from its many cytosolic substrates. Endocytosed Wnt colocalized with GSK3 in acidic vesicles positive for endosomal markers. After Wnt addition, endogenous GSK3 activity decreased in the cytosol, and GSK3 became protected from protease treatment inside membrane-bounded organelles. Cryoimmunoelectron microscopy showed that these corresponded to MVBs. Two proteins essential for MVB formation, HRS/Vps27 and Vps4, were required for Wnt signaling. The sequestration of GSK3 extended the half-life of many other proteins in addition to Î²-Catenin, including an artificial Wnt-regulated reporter protein containing GSK3 phosphorylation sites. We conclude that multivesicular endosomes are essential components of the Wnt signal-transduction pathway.
337;Astrocyte-Neuron Lactate Transport Is Required for Long-Term Memory Formation;https://api.elsevier.com/content/article/pii/[S0092867411001322];S0092867411001322;SummaryWe report that, in the rat hippocampus, learning leads to a significant increase in extracellular lactate levels that derive from glycogen, an energy reserve selectively localized in astrocytes. Astrocytic glycogen breakdown and lactate release are essential for long-term but not short-term memory formation, and for the maintenance of long-term potentiation (LTP) of synaptic strength elicited inÂ vivo. Disrupting the expression of the astrocytic lactate transporters monocarboxylate transporter 4 (MCT4) or MCT1 causes amnesia, which, like LTP impairment, is rescued by L-lactate but not equicaloric glucose. Disrupting the expression of the neuronal lactate transporter MCT2 also leads to amnesia that is unaffected by either L-lactate or glucose, suggesting that lactate import into neurons is necessary for long-term memory. Glycogenolysis and astrocytic lactate transporters are also critical for the induction of molecular changes required for memory formation, including the induction of phospho-CREB, Arc, and phospho-cofilin. We conclude that astrocyte-neuron lactate transport is required for long-term memory formation.
338;Endocrine Regulation of Male Fertility by the Skeleton;https://api.elsevier.com/content/article/pii/[S0092867411001188];S0092867411001188;SummaryInteractions between bone and the reproductive system have until now been thought to be limited to the regulation of bone remodeling by the gonads. We now show that, in males, bone acts as a regulator of fertility. Using coculture assays, we demonstrate that osteoblasts are able to induce testosterone production by the testes, though they fail to influence estrogen production by the ovaries. Analyses of cell-specific loss- and gain-of-function models reveal that the osteoblast-derived hormone osteocalcin performs this endocrine function. By binding to a G protein-coupled receptor expressed in the Leydig cells of the testes, osteocalcin regulates in a CREB-dependent manner the expression of enzymes that is required for testosterone synthesis, promoting germ cell survival. This study expands the physiological repertoire of osteocalcin and provides the first evidence that the skeleton is an endocrine regulator of reproduction.
339;Long Noncoding RNAs with Enhancer-like Function in Human Cells;https://api.elsevier.com/content/article/pii/[S0092867410010111];S0092867410010111;SummaryWhile the long noncoding RNAs (ncRNAs) constitute a large portion of the mammalian transcriptome, their biological functions has remained elusive. A few long ncRNAs that have been studied in any detail silence gene expression in processes such as X-inactivation and imprinting. We used a GENCODE annotation of the human genome to characterize over a thousand long ncRNAs that are expressed in multiple cell lines. Unexpectedly, we found an enhancer-like function for a set of these long ncRNAs in human cell lines. Depletion of a number of ncRNAs led to decreased expression of their neighboring protein-coding genes, including the master regulator of hematopoiesis, SCL (also called TAL1), Snai1 and Snai2. Using heterologous transcription assays we demonstrated a requirement for the ncRNAs in activation of gene expression. These results reveal an unanticipated role for a class of long ncRNAs in activation of critical regulators of development and differentiation.PaperClip
340;Highly Efficient Reprogramming to Pluripotency and Directed Differentiation of Human Cells with Synthetic Modified mRNA;https://api.elsevier.com/content/article/pii/[S1934590910004340];S1934590910004340;SummaryClinical application of induced pluripotent stem cells (iPSCs) is limited by the low efficiency of iPSC derivation and the fact that most protocols modify the genome to effect cellular reprogramming. Moreover, safe and effective means of directing the fate of patient-specific iPSCs toward clinically useful cell types are lacking. Here we describe a simple, nonintegrating strategy for reprogramming cell fate based on administration of synthetic mRNA modified to overcome innate antiviral responses. We show that this approach can reprogram multiple human cell types to pluripotency with efficiencies that greatly surpass established protocols. We further show that the same technology can be used to efficiently direct the differentiation of RNA-induced pluripotent stem cells (RiPSCs) into terminally differentiated myogenic cells. This technology represents a safe, efficient strategy for somatic cell reprogramming and directing cell fate that has broad applicability for basic research, disease modeling, and regenerative medicine.
341;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];S0092867406009767;SummaryDifferentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.
342;Systematic Protein Location Mapping Reveals Five Principal Chromatin Types in Drosophila Cells;https://api.elsevier.com/content/article/pii/[S0092867410010573];S0092867410010573;SummaryChromatin is important for the regulation of transcription and other functions, yet the diversity of chromatin composition and the distribution along chromosomes are still poorly characterized. By integrative analysis of genome-wide binding maps of 53 broadly selected chromatin components in Drosophila cells, we show that the genome is segmented into five principal chromatin types that are defined by unique yet overlapping combinations of proteins and form domains that can extend over &gt, 100 kb. We identify a repressive chromatin type that covers about half of the genome and lacks classic heterochromatin markers. Furthermore, transcriptionally active euchromatin consists of two types that differ in molecular organization and H3K36 methylation and regulate distinct classes of genes. Finally, we provide evidence that the different chromatin types help to target DNA-binding factors to specific genomic regions. These results provide a global view of chromatin diversity and domain organization in a metazoan cell.
343;A Myc Network Accounts for Similarities between Embryonic Stem and Cancer Cell Transcription Programs;https://api.elsevier.com/content/article/pii/[S0092867410010585];S0092867410010585;Summaryc-Myc (Myc) is an important transcriptional regulator in embryonic stem (ES) cells, somatic cell reprogramming, and cancer. Here, we identify a Myc-centered regulatory network in ES cells by combining protein-protein and protein-DNA interaction studies and show that Myc interacts with the NuA4 complex, a regulator of ES cell identity. In combination with regulatory network information, we define three ES cell modules (Core, Polycomb, and Myc) and show that the modules are functionally separable, illustrating that the overall ES cell transcription program is composed of distinct units. With these modules as an analytical tool, we have reassessed the hypothesis linking an ES cell signature with cancer or cancer stem cells. We find that the Myc module, independent of the Core module, is active in various cancers and predicts cancer outcome. The apparent similarity of cancer and ES cell signatures reflects, in large part, the pervasive nature of Myc regulatory networks.
344;Intestinal Crypt Homeostasis Results from Neutral Competition between Symmetrically Dividing Lgr5 Stem Cells;https://api.elsevier.com/content/article/pii/[S0092867410010640];S0092867410010640;SummaryIntestinal stem cells, characterized by high Lgr5 expression, reside between Paneth cells at the small intestinal crypt base and divide every day. We have carried out fate mapping of individual stem cells by generating a multicolor Cre-reporter. As a population, Lgr5hi stem cells persist life-long, yet crypts drift toward clonality within a period of 1â6 months. We have collected short- and long-term clonal tracing data of individual Lgr5hi cells. These reveal that most Lgr5hi cell divisions occur symmetrically and do not support a model in which two daughter cells resulting from an Lgr5hi cell division adopt divergent fates (i.e., one Lgr5hi cell and one transit-amplifying [TA] cell per division). The cellular dynamics are consistent with a model in which the resident stem cells double their numbers each day and stochastically adopt stem or TA fates. Quantitative analysis shows that stem cell turnover follows a pattern of neutral drift dynamics.
345;DNA Damage-Mediated Induction of a Chemoresistant Niche;https://api.elsevier.com/content/article/pii/[S0092867410011293];S0092867410011293;SummaryWhile numerous cell-intrinsic processes are known to play decisive roles in chemotherapeutic response, relatively little is known about the impact of the tumor microenvironment on therapeutic outcome. Here, we use a well-established mouse model of Burkitt's lymphoma to show that paracrine factors in the tumor microenvironment modulate lymphoma cell survival following the administration of genotoxic chemotherapy. Specifically, IL-6 and Timp-1 are released in the thymus in response to DNA damage, creating a âchemo-resistant nicheâ that promotes the survival of a minimal residual tumor burden and serves as a reservoir for eventual tumor relapse. Notably, IL-6 is released acutely from thymic endothelial cells in a p38-dependent manner following genotoxic stress, and this acute secretory response precedes the gradual induction of senescence in tumor-associated stromal cells. Thus, conventional chemotherapies can induce tumor regression while simultaneously eliciting stress responses that protect subsets of tumor cells in select anatomical locations from drug action.PaperFlick
346;Direct Reprogramming of Fibroblasts into Functional Cardiomyocytes by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867410007713];S0092867410007713;SummaryThe reprogramming of fibroblasts to induced pluripotent stem cells (iPSCs) raises the possibility that a somatic cell could be reprogrammed to an alternative differentiated fate without first becoming a stem/progenitor cell. A large pool of fibroblasts exists in the postnatal heart, yet no single âmaster regulatorâ of direct cardiac reprogramming has been identified. Here, we report that a combination of three developmental transcription factors (i.e., Gata4, Mef2c, and Tbx5) rapidly and efficiently reprogrammed postnatal cardiac or dermal fibroblasts directly into differentiated cardiomyocyte-like cells. Induced cardiomyocytes expressed cardiac-specific markers, had a global gene expression profile similar to cardiomyocytes, and contracted spontaneously. Fibroblasts transplanted into mouse hearts one day after transduction of the three factors also differentiated into cardiomyocyte-like cells. We believe these findings demonstrate that functional cardiomyocytes can be directly reprogrammed from differentiated somatic cells by defined factors. Reprogramming ofÂ endogenous or explanted fibroblasts might provide a source of cardiomyocytes for regenerative approaches.PaperClip
347;An Integrated Approach to Uncover Drivers of Cancer;https://api.elsevier.com/content/article/pii/[S0092867410012936];S0092867410012936;SummarySystematic characterization of cancer genomes has revealed a staggering number of diverse aberrations that differ among individuals, such that the functional importance and physiological impact of most tumor genetic alterations remain poorly defined. We developed a computational framework that integrates chromosomal copy number and gene expression data for detecting aberrations that promote cancer progression. We demonstrate the utility of this framework using a melanoma data set. Our analysis correctly identified known drivers of melanoma and predicted multiple tumor dependencies. Two dependencies, TBC1D16 and RAB27A, confirmed empirically, suggest that abnormal regulation of protein trafficking contributes to proliferation in melanoma. Together, these results demonstrate the ability of integrative Bayesian approaches to identify candidate drivers with biological, and possibly therapeutic, importance in cancer.
348;The ER UDPase ENTPD5 Promotes Protein N-Glycosylation, the Warburg Effect, and Proliferation in the PTEN Pathway;https://api.elsevier.com/content/article/pii/[S0092867410011803];S0092867410011803;SummaryPI3K and PTEN lipid phosphatase control the level of cellular phosphatidylinositol (3,4,5)-trisphosphate, an activator of AKT kinases that promotes cell growth and survival. Mutations activating AKT are commonly observed in human cancers. We report here that ENTPD5, an endoplasmic reticulum (ER) enzyme, is upregulated in cell lines and primary human tumor samples with active AKT. ENTPD5 hydrolyzes UDP to UMP to promote protein N-glycosylation and folding in ER. Knockdown of ENTPD5 in PTEN null cells causes ER stress and loss of growth factor receptors. ENTPD5, together with cytidine monophosphate kinase-1 and adenylate kinase-1, constitute an ATP hydrolysis cycle that converts ATP to AMP, resulting in a compensatory increase in aerobic glycolysis known as the Warburg effect. The growth of PTEN null cells is inhibited both inÂ vitro and in mouse xenograft tumor models. ENTPD5 is therefore an integral part of the PI3K/PTEN regulatory loop and a potential target for anticancer therapy.
349;Nucleosome-Interacting Proteins Regulated by DNA and Histone Methylation;https://api.elsevier.com/content/article/pii/[S0092867410011827];S0092867410011827;SummaryModifications on histones or on DNA recruit proteins that regulate chromatin function. Here, we use nucleosomes methylated on DNA and on histone H3 in an affinity assay, in conjunction with a SILAC-based proteomic analysis, to identify âcrosstalkâ between these two distinct classes of modification. Our analysis reveals proteins whose binding to nucleosomes is regulated by methylation of CpGs, H3K4, H3K9, and H3K27 or a combination thereof. We identify the origin recognition complex (ORC), including LRWD1 as a subunit, to be a methylation-sensitive nucleosome interactor that is recruited cooperatively by DNA and histone methylation. Other interactors, such as the lysine demethylase Fbxl11/KDM2A, recognize nucleosomes methylated on histones, but their recruitment is disrupted by DNA methylation. These data establish SILAC nucleosome affinity purifications (SNAP) as a tool for studying the dynamics between different chromatin modifications and provide a modification binding âprofileâ for proteins regulated by DNA and histone methylation.
